id	resource	problem	wikidata_id	id_wiki	wiki_address	label_en	description_english	description_german	commons_url	HDS ID	GND ID	date of birth	date of death	place of birth	coordinate_location_birth	place of death	coordinate location
828			Alfred A. Goenner	Q63343688	https://www.wikidata.org/wiki/Q63343688	Alfred A. Goenner	Alfred A. Gönner (1854-1940) was professor of gynecology at the University of Basel.					1854-01-01T00:00:00Z	1940-01-01T00:00:00Z				
894	/m/010h3lns		Johann Jakob Burckhardt	Q57338574	https://www.wikidata.org/wiki/Q57338574	Johann Jakob Burckhardt				7162	137562268	1809-08-15T00:00:00Z	1888-04-12T00:00:00Z				
												1809-01-01T00:00:00Z	1888-01-01T00:00:00Z				
1122	http://purl.org/net7/korbo2/ite/m/1122		Ridolfo del Ghirlandaio	Q64881	https://www.wikidata.org/wiki/Q64881	Ridolfo del Ghirlandaio	Italian painter	italienischer Maler	https://upload.wikimedia.org/wikipedia/commons/f/fd/145_le_vite%2C_ridolfo_del_ghirlandaio.jpg		132924110	1483-02-14T00:00:00Z	1561-06-06T00:00:00Z	Florence	43.771388888889,11.254166666667	Florence	43.771388888889,11.254166666667
1123	http://purl.org/net7/korbo2/ite/m/1123		Davide Ghirlandaio	Q1145811	https://www.wikidata.org/wiki/Q1145811	Davide Ghirlandaio	Italian painter				123153387	1452-01-01T00:00:00Z	1525-08-10T00:00:00Z	Florence	43.771388888889,11.254166666667	Florence	43.771388888889,11.254166666667
1124	http://purl.org/net7/korbo2/ite/m/1124		Benedetto Ghirlandaio	Q2554861	https://www.wikidata.org/wiki/Q2554861	Benedetto Ghirlandaio	painter of the Italian Renaissance	italienischer Renaissancemaler	https://upload.wikimedia.org/wikipedia/commons/8/8c/%27Portrait_of_a_Lady%27%2C_oil_on_panel_painting_by_Benedetto_Ghirlandaio%2C_15th_century%2C_Minneapolis_Institute_of_Arts.jpg		130558311	1458-01-01T00:00:00Z	1497-07-17T00:00:00Z	Florence	43.771388888889,11.254166666667	Florence	43.771388888889,11.254166666667
1130	http://purl.org/net7/korbo2/ite/m/1130		Perino del Vaga	Q918778	https://www.wikidata.org/wiki/Q918778	Perino del Vaga	Italian painter	italienischer Maler	https://upload.wikimedia.org/wikipedia/commons/b/b5/Casa_vasari_FI%2C_salone%2C_ritratti_a%2C_perin_del_vaga.JPG		118666053	1501-07-03T00:00:00Z	1547-10-29T00:00:00Z	Florence	43.771388888889,11.254166666667	Rome	41.893055555556,12.482777777778
1154	http://purl.org/net7/korbo2/ite/m/1154		Karl Amsler	Q63126117	https://www.wikidata.org/wiki/Q63126117	Karl Amsler	Karl Amsler (or Carl Amsler) was a Swiss physician.										
1213	/m/0tk5d4h		Heinrich Pfisterer	Q61993502	https://www.wikidata.org/wiki/Q61993502	Heinrich Pfisterer	Swiss Merchant				1012799816	1877-05-05T00:00:00Z	1947-11-05T00:00:00Z				
1237	http://purl.org/net7/korbo2/ite/m/1237		Johann Jakob Rahm	Q63126118	https://www.wikidata.org/wiki/Q63126118	Johann Jakob Rahm	Johann Jakob Rahm was a Swiss teacher and writer.										
1238	http://purl.org/net7/korbo2/ite/m/1238		Karl Hauck	Q63126119	https://www.wikidata.org/wiki/Q63126119	Karl Hauck	Karl Peter Hauck (born 1868) was a German historian, archivist and autograph collector.										
1299	http://purl.org/net7/korbo2/ite/m/1299		Heinrich Förster	Q19959471	https://www.wikidata.org/wiki/Q19959471	Heinrich Förster	Austrian architect	österreichischer Architekt und Stadtbaumeister	https://upload.wikimedia.org/wikipedia/commons/6/62/Heinrich_Foerster.jpg			1832-05-14T00:00:00Z	1889-01-31T00:00:00Z	Vienna	48.20833,16.373064		
1317	http://purl.org/net7/korbo2/ite/m/1317		Lorenzo de' Medici	Q177854	https://www.wikidata.org/wiki/Q177854	Lorenzo de' Medici	Italian statesman and de facto ruler of the Florentine Republic	italienischer Politiker und Stadtherr von Florenz	https://upload.wikimedia.org/wikipedia/commons/2/29/Verrocchio_Lorenzo_de_Medici.jpg		118574418	1449-01-01T00:00:00Z	1492-04-08T00:00:00Z	Florence	43.771388888889,11.254166666667	Careggi	43.8062,11.2466
1350	/m/011lkpd7		Albert Oeri	Q15456906	https://www.wikidata.org/wiki/Q15456906	Albert Oeri	Swiss journalist, politician and historian			6459	117105627	1875-09-21T00:00:00Z	1950-12-22T00:00:00Z	Schaffhausen	47.69653,8.63386		
1366	http://purl.org/net7/korbo2/ite/m/1366		Cornelis Cort	Q167220	https://www.wikidata.org/wiki/Q167220	Cornelis Cort	Dutch artist	niederländischer Kupferstecher	https://upload.wikimedia.org/wikipedia/commons/4/44/Hans_Speckaert_-_Portrait_of_Cornelis_Cort.jpg		119206064	1533-01-01T00:00:00Z	1578-03-27T00:00:00Z	Hoorn	52.6425,5.0594444444444	Rome	41.893055555556,12.482777777778
1393	http://purl.org/net7/korbo2/ite/m/1393		Johannes Oecolampadius	Q123450	https://www.wikidata.org/wiki/Q123450	Johannes Oecolampadius	German religious reformer	Schweizer Theologe und Humanist und der Reformator von Basel	https://upload.wikimedia.org/wikipedia/commons/e/e0/Oekolampad.jpg	10779	11709711X	1482-01-01T00:00:00Z	1531-11-24T00:00:00Z	Weinsberg	49.151944444444,9.2858333333333	Basel	47.550555555556,7.5911111111111
1413	http://purl.org/net7/korbo2/ite/m/1413		Wilhelm Koopmann	Q63126121	https://www.wikidata.org/wiki/Q63126121	Wilhelm Koopmann	Wilhelm Koopmann was a German art historian										
1441	http://purl.org/net7/korbo2/ite/m/1441		Ernst Curtius	Q61407	https://www.wikidata.org/wiki/Q61407	Ernst Curtius	German classical archaeologist and historian of classical antiquity	deutscher Altertumsforscher	https://upload.wikimedia.org/wikipedia/commons/f/f8/Ernst_Curtius_-_Imagines_philologorum.jpg		116766557	1814-09-02T00:00:00Z	1896-07-11T00:00:00Z	Lübeck	53.869722222222,10.686388888889	Berlin	52.516666666667,13.383333333333
1443	http://purl.org/net7/korbo2/ite/m/1443		Julius Rodenberg	Q19287251	https://www.wikidata.org/wiki/Q19287251	Julius Rodenberg	German art historian				137972288	1884-05-05T00:00:00Z	1970-01-23T00:00:00Z	Bremerhaven	53.55,8.5833333333333	Berlin	52.516666666667,13.383333333333
1444	http://purl.org/net7/korbo2/ite/m/1444		Erich Schmidt	Q63126122	https://www.wikidata.org/wiki/Q63126122	Erich Schmidt	Erich Schmidt was a German philologist and historian of literature.										
1470	http://purl.org/net7/korbo2/ite/m/1470		Ulrich Geisser	Q18758639	https://www.wikidata.org/wiki/Q18758639	Ulrich Geisser	Swiss private banker			31061	1080565280	1824-08-10T00:00:00Z	1894-12-07T00:00:00Z	Altstätten	47.37801,9.54875	Turin	45.066666666667,7.7
1473	/m/011kv6by		María Araujo Martínez	Q12393026	https://www.wikidata.org/wiki/Q12393026	María Araujo Martínez						1904-10-28T00:00:00Z	1989-12-28T00:00:00Z	Santiago de Carril	42.6166666667,-8.775	Havana	23.136666666667,-82.358888888889
1536	/m/011s0mgf		Ludwika Mycielska	Q61992242	https://www.wikidata.org/wiki/Q61992242	Ludwika Mycielska	Polish writer and translator					1860-01-01T00:00:00Z	1938-01-01T00:00:00Z				
1547	/m/0yq1hvv		Eduard von Ernst	Q63119356	https://www.wikidata.org/wiki/Q63119356	Eduard von Ernst	Swiss official and art collector from Bern.					1839-01-01T00:00:00Z	1898-01-01T00:00:00Z				
1571			Hermann Bäumer	Q100651	https://www.wikidata.org/wiki/Q100651	Hermann Bäumer	German conductor				134974212	1965-01-28T00:00:00Z		Bielefeld	52.016666666667,8.5333333333333		
1604	http://purl.org/net7/korbo2/ite/m/1604		Johann Gustav Stocker	Q63126123	https://www.wikidata.org/wiki/Q63126123	Johann Gustav Stocker	Johann Gustav Stocker (1820-1889) was a Zurich pedagogue, mathematician and civil servant.										
1610	http://purl.org/net7/korbo2/ite/m/1610		Anita Crippa	Q63125898	https://www.wikidata.org/wiki/Q63125898	Anita Crippa	Carlo Crippa's daughter. She resided in Milan.										
1643			Rodolfo Frizzoni	Q63343689	https://www.wikidata.org/wiki/Q63343689	Rodolfo Frizzoni											
1644	http://purl.org/net7/korbo2/ite/m/1644		Teodoro Frizzoni	Q63126124	https://www.wikidata.org/wiki/Q63126124	Teodoro Frizzoni	Teodoro Frizzoni (1838-1931) was an Italian scholar. He studied italian literature in Zürich.										
1660	http://purl.org/net7/korbo2/ite/m/1660		Karl Friedrich Weiss	Q63126125	https://www.wikidata.org/wiki/Q63126125	Karl Friedrich Weiss	"Karl Friedrich Weiss was a historian. He is the author of ""Die kirchlichen Exemtionen der Klöster von ihrer Entsheung bis zur gregorianisch-cluniacensischen Zeit""."										
1661			Rudolf von der Muehll	Q63343690	https://www.wikidata.org/wiki/Q63343690	Rudolf von der Muehll	Rudolf von der Mühll-Narbel (1835-1919) farmer in Modenheim (Alsace)					1835-01-01T00:00:00Z	1919-01-01T00:00:00Z				
1720			Eduard Merian	Q61996303	https://www.wikidata.org/wiki/Q61996303	Eduard Merian	Swiss banker, husband of Cornelia Rosine Koechlin and father of three children (Ferdinand, Alfons and Matthäus Merian)					1805-01-01T00:00:00Z	1876-01-01T00:00:00Z				
1721			Ferdinand Merian	Q63343557	https://www.wikidata.org/wiki/Q63343557	Ferdinand Merian	Ferdinand Merian (1844-1902) was Eduard Merian's and Cornelia Rosine Koechlin's son.					1844-01-01T00:00:00Z	1902-01-01T00:00:00Z				
1739	/m/0x1lr7k		Bona Lombarda	Q3642004	https://www.wikidata.org/wiki/Q3642004	Bona Lombarda			https://upload.wikimedia.org/wikipedia/commons/e/e9/Bona_Lombardi_%28page_135_crop%29.jpg			1417-01-01T00:00:00Z	1468-01-01T00:00:00Z	Cosio Valtellino	46.133333333333,9.5333333333333	Methoni	36.821666666667,21.706944444444
1926			Gustav Grüninger	Q61993503	https://www.wikidata.org/wiki/Q61993503	Gustav Grüninger					1073360547						
1935			Marthe-Adélaïde Munier	Q63343691	https://www.wikidata.org/wiki/Q63343691	Marthe-Adélaïde Munier	Marthe-Adélaïde Munier was Antoine-Elisée Cherbuliez's wife.										
2089			John Murray	Q1701176	https://www.wikidata.org/wiki/Q1701176	John Murray	Scottish publisher, third of the name	englischer Verleger	https://upload.wikimedia.org/wikipedia/commons/7/79/John_Murray_III.jpg		117624047	1808-04-16T00:00:00Z	1892-04-02T00:00:00Z	London	51.507222222222,-0.1275	London	51.507222222222,-0.1275
2224	http://purl.org/net7/korbo2/ite/m/2224		Gilberto Govi	Q3764232	https://www.wikidata.org/wiki/Q3764232	Gilberto Govi	Italian physicist and politician				11755085X	1826-09-21T00:00:00Z	1889-06-29T00:00:00Z	Mantua	45.156388888889,10.791111111111	Rome	41.893055555556,12.482777777778
2289	http://purl.org/net7/korbo2/ite/m/2289		Giuseppe a Marca	Q63126126	https://www.wikidata.org/wiki/Q63126126	Giuseppe a Marca	Giuseppe a Marca (1799-1866) was a landowner from Mesocco.										
2428			Luigi Palma di Cesnola	Q528099	https://www.wikidata.org/wiki/Q528099	Luigi Palma di Cesnola	United States Army Medal of Honor recipient	US-amerikanischer Soldat, Konsul, Ausgräber, Antikensammler und erster Direktor des Metropolitan Museum of Art	https://upload.wikimedia.org/wikipedia/commons/4/41/Luigi_P._di_Cesnola.jpg		116480750	1832-07-29T00:00:00Z	1904-11-20T00:00:00Z	Rivarolo Canavese	45.333333333333,7.7166666666667	New York City	40.67,-73.94
2458	/m/0h7mjl0		Michele Coppino	Q2246942	https://www.wikidata.org/wiki/Q2246942	Michele Coppino	Italian politician		https://upload.wikimedia.org/wikipedia/commons/e/ea/Michele_COPPINO.jpg			1822-04-01T00:00:00Z	1901-04-25T00:00:00Z	Alba	44.691542,8.025636	Alba	44.691542,8.025636
2507	/m/0wyfbhh		Fürchtegott Wilhelm Hoch	Q63119357	https://www.wikidata.org/wiki/Q63119357	Fürchtegott Wilhelm Hoch	Swiss newspaper editor and archivist.					1820-07-17T00:00:00Z	1882-06-29T00:00:00Z	Liestal	47.483888888889,7.735	Liestal	47.483888888889,7.735
2509	/m/0y5vf2k		Jacob Achilles Mähly	Q124909	https://www.wikidata.org/wiki/Q124909	Jacob Achilles Mähly	Swiss university teacher (1828-1902)	Schweizer Philologe	https://upload.wikimedia.org/wikipedia/commons/1/18/Jahrhundertausstellung_1906_KatNr._0132.jpg		116656816	1828-12-24T00:00:00Z	1902-06-18T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
2637	http://purl.org/net7/korbo2/ite/m/2637		Ginevra Malvezzi	Q63126128	https://www.wikidata.org/wiki/Q63126128	Ginevra Malvezzi	Ginevra Malvezzi Grimaldi was an Italian noblewoman.										
2644			Marco Valerio Morolini	Q63343692	https://www.wikidata.org/wiki/Q63343692	Marco Valerio Morolini	Marco Valerio Morolini was a 15th-century Italian painter.										
2645	/m/0g99hr		John Gualbert	Q707172	https://www.wikidata.org/wiki/Q707172	John Gualbert	Italian Roman Catholic saint	Heiliger der katholischen Kirche	https://upload.wikimedia.org/wikipedia/commons/c/c9/Santa_Trinita%2C_Neri_di_bicci%2C_San_giovanni_gualberto_%28dettaglio%292.jpg		119479303	0995-01-01T00:00:00Z	1073-07-12T00:00:00Z	Florence	43.771388888889,11.254166666667	Tavarnelle Val di Pesa	43.561444444444,11.172855555556
2649	/m/04n7gc6		Virgin Mary	Q345	https://www.wikidata.org/wiki/Q345	Virgin Mary	religious figure and mother of Jesus of Nazareth	Mutter Jesu	https://upload.wikimedia.org/wikipedia/commons/b/bd/Duccio_The-Madonna-and-Child-128.jpg		118640909	0100-01-01T00:00:00Z	0100-01-01T00:00:00Z	Tzippori	32.753055555556,35.279166666667		
														Jerusalem	31.783333333333,35.216666666667		
2654	/m/053wspv	freebase id of ottaviano riario	Cesare Riario	Q3665520	https://www.wikidata.org/wiki/Q3665520	Cesare Riario						1480-08-24T00:00:00Z	1540-12-01T00:00:00Z	Rome	41.893055555556,12.482777777778	Padua	45.406388888889,11.877777777778
2700	/m/01khdj		Gaius Gracchus	Q297183	https://www.wikidata.org/wiki/Q297183	Gaius Gracchus	ancient Rome politician	römischer Politiker	https://upload.wikimedia.org/wikipedia/commons/9/97/F%C3%A9lix_Auvray_Caio_Gracco.jpg		102394229	0154-01-01T00:00:00Z	0121-01-01T00:00:00Z	Rome	41.893055555556,12.482777777778	Rome	41.893055555556,12.482777777778
2701	/m/0j2gp		Tiberius Gracchus	Q212109	https://www.wikidata.org/wiki/Q212109	Tiberius Gracchus	ancient Rome politician	römischer Politiker	https://upload.wikimedia.org/wikipedia/commons/1/1c/Tiberius_Gracchus.jpg		118541161	0163-01-01T00:00:00Z	0133-01-01T00:00:00Z	Rome	41.893055555556,12.482777777778	Rome	41.893055555556,12.482777777778
												0168-01-01T00:00:00Z					
2748	/m/03pp3v		Jules Lefebvre	Q433973	https://www.wikidata.org/wiki/Q433973	Jules Lefebvre	French painter	französischer Maler	https://upload.wikimedia.org/wikipedia/commons/c/c7/Jules_Joseph_Lefebvre.jpg		117614734	1834-03-14T00:00:00Z	1912-02-24T00:00:00Z	Tournan-en-Brie	48.740555555556,2.7680555555556	Paris	48.856577777778,2.3518277777778
2755			Victor Belugou	Q63343693	https://www.wikidata.org/wiki/Q63343693	Victor Belugou	Victor Belugou (1875-after 1915), married to the Protestant woman from southern France, Juliette Gervais, was the director of a post office					1875-01-01T00:00:00Z					
2764	/m/010mw4h7		Albert Burckhardt-Merian	Q55127387	https://www.wikidata.org/wiki/Q55127387	Albert Burckhardt-Merian					117641162	1843-01-01T00:00:00Z	1886-01-01T00:00:00Z				
2769	/m/010mw4h7	freebase id of the husband	Rosalie Merian	Q61993505	https://www.wikidata.org/wiki/Q61993505	Rosalie Merian	Rosalie Merian (1854-1876) was Albert Burckhardt's wife.				1018432086	1854-01-01T00:00:00Z	1876-01-01T00:00:00Z				
2799	/m/0pmhgdw		Angela Borgia	Q3184118	https://www.wikidata.org/wiki/Q3184118	Angela Borgia	Italian noble, señora de Sassuolo					1486-01-01T00:00:00Z	1521-01-01T00:00:00Z	Rome	41.893055555556,12.482777777778	Sassuolo	44.551666666667,10.785555555556
2808	/m/0v1hvzc		Johann Rudolf Liechtenhan	Q61993506	https://www.wikidata.org/wiki/Q61993506	Johann Rudolf Liechtenhan	Hagenbach, Emma (1806-1882).				101769964X	1801-11-23T00:00:00Z	1866-09-15T00:00:00Z				
2810	/m/0x1wrj3		Wilhelmina Luisa Fittig	Q63119358	https://www.wikidata.org/wiki/Q63119358	Wilhelmina Luisa Fittig	She was the daughter of tailor Johann Friedrich Fittig and Anna Margaretha Monhart from Trüllikon (Canton of Zurich), lived in Basel and was a domestic servant of the historian Jacob Burckhardt.					1837-07-09T00:00:00Z		Grenzach-Wyhlen	47.551666666667,7.6591666666667		
															47.55,7.68333		
2811	http://purl.org/net7/korbo2/ite/m/2811		Charles Auguste Veillon	Q63126132	https://www.wikidata.org/wiki/Q63126132	Charles Auguste Veillon	(Charles) Aguste Veillon (1833-1898) was an industrialist and banker. On 18 Feb. 1861 he married Jacob Burckhardt's stepsister Hanna (eigtl. Johanna) Wilhelmine.										
2855	/m/01d17h		Johann Samuel Ersch	Q65084	https://www.wikidata.org/wiki/Q65084	Johann Samuel Ersch	German bibliographer	deutscher Bibliothekar und Hochschullehrer	https://upload.wikimedia.org/wikipedia/commons/d/d9/Johann-Samuel-Ersch.jpg		100805949	1766-06-23T00:00:00Z	1828-01-16T00:00:00Z	Głogów	51.658888888889,16.080277777778	Halle (Saale)	51.483055555556,11.971944444444
															51.66361,16.0845		
2856	/m/01czbh		Johann Gottfried Gruber	Q75929	https://www.wikidata.org/wiki/Q75929	Johann Gottfried Gruber	German literary critic	deutscher Universalgelehrter, Lexikograph und Publizist	https://upload.wikimedia.org/wikipedia/commons/3/37/Johann-Gottfried-Gruber.jpg		118823248	1774-11-29T00:00:00Z	1851-08-07T00:00:00Z	Naumburg (Saale)	51.15,11.816666666667	Halle (Saale)	51.483055555556,11.971944444444
2872			Albert Peip	Q61993507	https://www.wikidata.org/wiki/Q61993507	Albert Peip					10149517X						
2873	/m/05c48k4		Adolf Kiessling	Q96593	https://www.wikidata.org/wiki/Q96593	Adolf Kiessling	German classical philologist				116170204	1837-02-15T00:00:00Z	1893-05-03T00:00:00Z	Chełmno	53.365833333333,18.422777777778	Strasbourg	48.573333333333,7.7522222222222
															53.34917,18.42605		
2875	/m/010gg4vv		Heinrich Zehntner	Q61993508	https://www.wikidata.org/wiki/Q61993508	Heinrich Zehntner					116969245						
2876			Johann Gottfried Wackernagel	Q61993509	https://www.wikidata.org/wiki/Q61993509	Johann Gottfried Wackernagel	Master of the Lodge's Lodge for Friendship and Stability Basel 1880-1884				1120440726	1844-01-01T00:00:00Z	1886-01-01T00:00:00Z				
2883			Fortunato Ansuini	Q63343694	https://www.wikidata.org/wiki/Q63343694	Fortunato Ansuini	Fortunato Ansuini (?-?) was an Italian bandit.										
2886			Federico Federici	Q11859436	https://www.wikidata.org/wiki/Q11859436	Federico Federici	Bishop of Foligno					1844-12-20T00:00:00Z	1892-08-06T00:00:00Z				
2914			Joseph Koriemowski	Q63343695	https://www.wikidata.org/wiki/Q63343695	Joseph Koriemowski	Librarian at Lviv University										
2920			Emilie Rimpau	Q63343696	https://www.wikidata.org/wiki/Q63343696	Emilie Rimpau	Emilie Rimpau (1820–1894) was Wilhelm Bode's wife.					1820-01-01T00:00:00Z	1894-01-01T00:00:00Z				
2929	/m/03jp4		Huldrych Zwingli	Q123034	https://www.wikidata.org/wiki/Q123034	Huldrych Zwingli	leader of the Protestant Reformation in Switzerland, and founder of the Swiss Reformed Churches	Gründer der reformierten Kirche	https://upload.wikimedia.org/wikipedia/commons/a/a7/Ulrich_Zwingli.jpg	10447	118637533	1484-01-01T00:00:00Z	1531-10-11T00:00:00Z	Wildhaus	47.199722222222,9.3497222222222	Kappel am Albis	47.228611111111,8.5272222222222
																	47.22523,8.51104
2933	http://purl.org/net7/korbo2/ite/m/2933		Konrad Friedrich Bischoff	Q63126133	https://www.wikidata.org/wiki/Q63126133	Konrad Friedrich Bischoff	Konrad Friedrich Bischoff (1835-1902) was the director of the Basle Trading Bank.										
2964			Nicola Terzago	Q63343697	https://www.wikidata.org/wiki/Q63343697	Nicola Terzago	Nicola Terzago was bishop of Narni from 1725 to 1760.										
52668			Heinrich Robert Zoelly	Q63343698	https://www.wikidata.org/wiki/Q63343698	Heinrich Robert Zoelly	Robert Zoelly was Heinrich Zoelly's son.										
52669			August Simonius	Q61993510	https://www.wikidata.org/wiki/Q61993510	August Simonius	Professor of Roman Law and Obligation Law at the University of Basel				1049216849	1885-08-07T00:00:00Z	1957-12-24T00:00:00Z				
52670			Adèle Simonius	Q63343699	https://www.wikidata.org/wiki/Q63343699	Adèle Simonius	Adèle Simonius was Paul Simonius' daughter.										
52671	http://purl.org/net7/korbo2/ite/m/52671		Carlo Marcozzi	Q61992274	https://www.wikidata.org/wiki/Q61992274	Carlo Marcozzi	Photographer from Milan										
52677			Georg Kiefer	Q61993511	https://www.wikidata.org/wiki/Q61993511	Georg Kiefer					109385861						
102485			Joseph Tschager	Q55127069	https://www.wikidata.org/wiki/Q55127069	Joseph Tschager					138787905	1778-01-01T00:00:00Z	1856-01-01T00:00:00Z				
102498	/m/0wzttwm		Giuseppe Vallardi	Q15710690	https://www.wikidata.org/wiki/Q15710690	Giuseppe Vallardi	Italian publisher				129700150	1784-01-01T00:00:00Z	1861-01-01T00:00:00Z				
